Date,CNRG,CRBN,ERTH,ICLN,SPYX
2019-02-01,33.01697540283203,108.68116760253906,36.49187088012695,9.392616271972656,64.57792663574219
2019-03-01,32.797115325927734,110.26496124267578,36.16582489013672,9.450716018676758,65.05938720703125
2019-04-01,33.674495697021484,114.26935577392578,38.75706100463867,9.838041305541992,68.53534698486328
2019-05-01,33.27132034301758,107.4321060180664,36.028541564941406,9.67342758178711,64.13041687011719
2019-06-01,36.52549743652344,113.20088195800781,39.117431640625,10.302828788757324,68.47120666503906
2019-07-01,37.64083480834961,115.0101547241211,38.30278396606445,10.468338966369629,69.86430358886719
2019-08-01,37.76603698730469,112.68008422851562,36.58876037597656,10.604925155639648,68.86446380615234
2019-09-01,37.650455474853516,114.9862289428711,38.423370361328125,10.634193420410156,69.84893035888672
2019-10-01,37.491703033447266,118.0818099975586,39.462318420410156,10.400046348571777,71.702880859375
2019-11-01,38.62108612060547,121.172607421875,41.08216857910156,10.741510391235352,74.38868713378906
2019-12-01,44.59621047973633,123.83280944824219,43.0294303894043,11.46346664428711,76.14285278320312
2020-01-01,44.85783004760742,123.84828186035156,42.76375961303711,11.910262107849121,76.75850677490234
2020-02-01,46.33112716674805,114.11589050292969,40.667415618896484,12.342649459838867,70.7579345703125
2020-03-01,35.707923889160156,99.03311157226562,32.47181701660156,9.384736061096191,61.91271209716797
2020-04-01,42.01471710205078,109.00276184082031,37.08317947387695,10.573799133300781,70.01994323730469
2020-05-01,44.998992919921875,114.77440643310547,40.94799041748047,11.713724136352539,73.34539794921875
2020-06-01,48.404014587402344,117.01141357421875,42.52159118652344,12.303340911865234,74.41812896728516
2020-07-01,56.02421569824219,123.92414855957031,46.02989196777344,14.213167190551758,79.07869720458984
2020-08-01,66.94593048095703,132.3209686279297,50.611228942871094,16.917613983154297,85.17312622070312
2020-09-01,71.61544036865234,127.96430206298828,50.767112731933594,18.25010108947754,81.79103088378906
2020-10-01,73.0482406616211,124.77594757080078,50.611228942871094,19.30621910095215,79.76387786865234
2020-11-01,93.60413360595703,140.68258666992188,59.470787048339844,23.22471046447754,88.16265869140625
2020-12-01,106.60908508300781,145.34205627441406,65.06539154052734,27.87360191345215,91.3355484008789
2021-01-01,128.94583129882812,146.05166625976562,65.654296875,29.46566390991211,90.55074310302734
2021-02-01,116.48786926269531,149.4907684326172,65.93142700195312,25.559982299804688,93.05481719970703
2021-03-01,112.34835815429688,153.64328002929688,65.41181182861328,24.02737045288086,96.8207778930664
2021-04-01,103.4114990234375,160.30503845214844,64.81637573242188,22.979263305664062,102.26116180419922
2021-05-01,99.69918823242188,162.745361328125,64.27870178222656,22.662853240966797,102.90406799316406
2021-06-01,104.49755096435547,163.35546875,60.020626068115234,23.196792602539062,104.98113250732422
2021-07-01,98.0344467163086,165.9618682861328,66.95071411132812,22.58037567138672,107.83050537109375
2021-08-01,97.46971893310547,169.92459106445312,67.16043090820312,23.196836471557617,111.24268341064453
2021-09-01,93.08071899414062,162.79978942871094,63.23566436767578,21.526426315307617,105.3705825805664
2021-10-01,108.59186553955078,171.30198669433594,72.01395416259766,25.125762939453125,112.91365814208984
2021-11-01,100.15542602539062,167.62564086914062,69.89678192138672,23.35592269897461,112.83412170410156
2021-12-01,89.50565338134766,172.3920135498047,66.61116027832031,21.049165725708008,117.03009033203125
2022-01-01,79.81428527832031,165.7100067138672,59.510093688964844,18.75,110.57443237304688
2022-02-01,83.8259506225586,160.25900268554688,61.29859161376953,20.709999084472656,107.06381225585938
2022-03-01,89.54408264160156,163.27000427246094,61.38851547241211,21.520000457763672,110.7240219116211
2022-04-01,78.79000091552734,154.9199981689453,56.22999954223633,19.350000381469727,105.13999938964844
