Date,DIA,IVV,IWM,QQQ,SPY,VTI
2018-03-26,222.8864288330078,248.17245483398438,146.0688018798828,160.06556701660156,247.57667541503906,127.65443420410156
2018-03-27,219.63278198242188,243.8224334716797,143.23947143554688,154.88584899902344,243.36500549316406,125.39307403564453
2018-03-28,219.62356567382812,243.1717987060547,143.1918487548828,153.10411071777344,242.64588928222656,125.10340118408203
2018-03-29,222.499267578125,246.65737915039062,144.63983154296875,155.90817260742188,245.7462921142578,126.82280731201172
2018-04-02,217.66033935546875,240.93173217773438,141.11509704589844,151.40997314453125,240.44195556640625,123.93535614013672
2018-04-03,221.34716796875,244.06414794921875,143.13465881347656,153.11383056640625,243.52366638183594,125.4771957397461
2018-04-04,223.47633361816406,246.89901733398438,144.95423889160156,155.52847290039062,246.12916564941406,126.88819122314453
2018-04-05,225.7344512939453,248.6186065673828,146.15457153320312,156.41445922851562,248.07164001464844,127.77592468261719
2018-04-06,220.4070281982422,243.1252899169922,143.23947143554688,152.50045776367188,242.5431671142578,125.09404754638672
2018-04-09,220.96002197265625,244.17562866210938,143.4109344482422,153.57144165039062,243.7384796142578,125.51461029052734
2018-04-10,224.90492248535156,248.14456176757812,146.11642456054688,156.959716796875,247.61404418945312,127.55164337158203
2018-04-11,222.9417266845703,246.7967987060547,146.43084716796875,156.05421447753906,246.31594848632812,126.96295166015625
2018-04-12,225.64227294921875,248.90673828125,147.4310760498047,157.93333435058594,248.34242248535156,127.99085235595703
2018-04-13,224.5086212158203,248.14456176757812,146.65943908691406,157.115478515625,247.61404418945312,127.62641143798828
2018-04-16,226.3888702392578,250.20797729492188,148.01219177246094,158.31304931640625,249.64987182617188,128.69166564941406
2018-04-17,228.39816284179688,252.8849334716797,149.62217712402344,161.7207794189453,252.32069396972656,130.0465850830078
2018-04-18,228.0111083984375,252.99649047851562,150.0222625732422,162.05184936523438,252.5074462890625,130.2241668701172
2018-04-19,227.26449584960938,251.63014221191406,148.98388671875,160.56216430664062,251.1067352294922,129.51397705078125
2018-04-20,225.45883178710938,249.5109100341797,148.1837158203125,158.02096557617188,248.97752380371094,128.4861297607422
2018-04-23,225.33897399902344,249.5109100341797,147.96458435058594,157.62179565429688,248.9401397705078,128.4393768310547
2018-04-24,221.41036987304688,246.21124267578125,147.11671447753906,154.28221130371094,245.58755493164062,126.89753723144531
2018-04-25,221.97286987304688,246.70387268066406,146.89761352539062,154.46719360351562,246.19454956054688,127.03771209716797
2018-04-26,224.2046356201172,249.24134826660156,147.57400512695312,157.71914672851562,248.697265625,128.2431640625
2018-04-27,224.04783630371094,249.46446228027344,147.36441040039062,157.81649780273438,248.93081665039062,128.32720947265625
2018-04-30,222.74757385253906,247.53106689453125,146.05931091308594,156.69680786132812,247.01637268066406,127.3927993774414
2018-05-01,222.02821350097656,248.01441955566406,146.77378845214844,158.48831176757812,247.455322265625,127.58903503417969
2018-05-02,220.5066375732422,246.28561401367188,147.3262939453125,157.5536346435547,245.79302978515625,126.8508071899414
2018-05-03,220.49742126464844,245.75576782226562,146.52606201171875,157.53414916992188,245.25135803222656,126.50507354736328
2018-05-04,223.65139770507812,248.93463134765625,148.3551788330078,160.523193359375,248.426513671875,128.14036560058594
2018-05-07,224.48126220703125,249.83621215820312,149.6126708984375,161.8571014404297,249.26702880859375,128.70101928710938
2018-05-08,224.48126220703125,249.73397827148438,150.35572814941406,161.69155883789062,249.26702880859375,128.7477264404297
2018-05-09,226.3072967529297,252.29937744140625,151.16543579101562,163.45382690429688,251.67626953125,129.9625244140625
2018-05-10,228.20709228515625,254.58580017089844,151.9752197265625,165.14794921875,254.02964782714844,131.0931854248047
2018-05-11,229.2029266357422,255.11572265625,152.27052307128906,164.99220275878906,254.80477905273438,131.35484313964844
2018-05-14,229.87619018554688,255.4409942626953,151.68942260742188,165.2745361328125,254.92620849609375,131.4202423095703
2018-05-15,228.06866455078125,253.57272338867188,151.71798706054688,163.444091796875,253.17051696777344,130.6259307861328
2018-05-16,228.67730712890625,254.771728515625,153.2993621826172,164.52484130859375,254.23512268066406,131.26141357421875
2018-05-17,228.46524047851562,254.56729125976562,154.00433349609375,163.8919677734375,254.02035522460938,131.2987823486328
2018-05-18,228.42543029785156,253.94459533691406,154.2043914794922,163.04493713378906,253.38531494140625,131.00912475585938
2018-05-21,231.14431762695312,255.803466796875,155.2236785888672,163.96009826660156,255.29029846191406,131.990234375
2018-05-22,229.51670837402344,255.11572265625,154.09959411621094,163.74594116210938,254.58065795898438,131.50436401367188
2018-05-23,229.93284606933594,255.84068298339844,154.29965209960938,165.12847900390625,255.28102111816406,131.85011291503906
2018-05-24,229.2669677734375,255.3759765625,154.35682678222656,165.07981872558594,254.75808715820312,131.63519287109375
2018-05-25,228.76759338378906,254.6602783203125,154.08056640625,165.24534606933594,254.1510772705078,131.38287353515625
2018-05-29,225.14234924316406,251.82534790039062,153.8709716796875,164.51510620117188,251.22811889648438,130.0840301513672
2018-05-30,228.1480255126953,255.1900177001953,156.30970764160156,165.6931915283203,254.58065795898438,131.7659912109375
2018-05-31,225.81748962402344,253.4984588623047,155.06178283691406,165.5861358642578,253.02108764648438,130.85955810546875
2018-06-01,227.8335723876953,256.1009826660156,156.0811004638672,168.1857147216797,255.5051727294922,132.22384643554688
2018-06-04,229.5352020263672,257.2906799316406,156.90992736816406,169.70462036132812,256.7191467285156,132.8406219482422
2018-06-05,229.4889678955078,257.5230407714844,157.88157653808594,170.23033142089844,256.9059753417969,133.03684997558594
2018-06-06,232.60546875,259.7351989746094,159.02476501464844,171.22344970703125,259.0539245605469,134.21424865722656
2018-06-07,233.5395965576172,259.5679626464844,158.15786743164062,169.8311767578125,259.02587890625,134.0179901123047
2018-06-08,234.2239227294922,260.29290771484375,158.63417053222656,169.84085083007812,259.7915954589844,134.4759063720703
2018-06-11,234.3348846435547,260.7297668457031,158.8723602294922,170.2985076904297,260.13714599609375,134.67213439941406
2018-06-12,234.25167846679688,261.0830078125,159.59637451171875,171.1942596435547,260.4733581542969,134.9524383544922
2018-06-13,233.21592712402344,260.1813659667969,158.9676055908203,171.18447875976562,259.6422424316406,134.44784545898438
2018-06-14,233.0402069091797,260.9156494140625,159.8154754638672,172.91757202148438,260.2958984375,134.83096313476562
2018-06-15,232.230712890625,260.5439147949219,159.86309814453125,172.31393432617188,259.9638366699219,134.70013427734375
2018-06-18,231.2952423095703,259.9768981933594,160.6156768798828,172.21438598632812,259.42913818359375,134.55067443847656
2018-06-19,228.6556396484375,259.01953125,160.6251983642578,171.72653198242188,258.4348449707031,134.10208129882812
2018-06-20,228.2666778564453,259.55865478515625,161.92079162597656,172.9461669921875,258.8757019042969,134.4104766845703
2018-06-21,226.45135498046875,257.7646789550781,160.4061279296875,171.44358825683594,257.2528381347656,133.4853973388672
2018-06-22,227.55348205566406,258.2945861816406,159.8726348876953,171.0630645751953,257.7218933105469,133.67588806152344
2018-06-25,224.4229736328125,254.771728515625,157.26239013671875,167.20895385742188,254.2135009765625,131.79904174804688
2018-06-26,224.75640869140625,255.3797149658203,158.17694091796875,167.89195251464844,254.7763214111328,132.09938049316406
2018-06-27,223.3208770751953,253.1851806640625,155.6428985595703,165.60877990722656,252.66580200195312,130.87005615234375
2018-06-28,224.2100067138672,254.772705078125,156.11920166015625,167.03330993652344,254.11032104492188,131.6864471435547
2018-06-29,224.81198120117188,254.9874725341797,156.01441955566406,167.48216247558594,254.47618103027344,131.78028869628906
2018-07-02,224.81198120117188,255.70655822753906,157.0908660888672,168.6042022705078,255.02027893066406,132.09938049316406
2018-07-03,223.8209991455078,254.68875122070312,157.71714782714844,166.6527862548828,254.1197509765625,131.76153564453125
2018-07-05,225.57147216796875,256.8739318847656,159.5145721435547,168.72132873535156,256.1928405761719,132.87823486328125
2018-07-06,226.54400634765625,258.87225341796875,160.86265563964844,171.3460235595703,258.35980224609375,133.99493408203125
2018-07-09,229.54483032226562,261.3002624511719,161.8761749267578,172.8876495361328,260.68609619140625,135.21482849121094
2018-07-10,230.8321990966797,262.2528381347656,161.1399383544922,173.01446533203125,261.6241760253906,135.5620880126953
2018-07-11,228.8408966064453,260.3011169433594,159.77273559570312,172.13633728027344,259.7106018066406,134.59552001953125
2018-07-12,230.89700317382812,262.5423278808594,160.54714965820312,175.10255432128906,262.0650939941406,135.7028350830078
2018-07-13,231.7305908203125,262.81317138671875,160.0691375732422,175.24887084960938,262.271484375,135.78726196289062
2018-07-16,232.16587829589844,262.7197570800781,159.4476776123047,174.82928466796875,262.0369567871094,135.5714569091797
2018-07-17,232.7308349609375,263.7843322753906,160.1551513671875,175.89285278320312,263.09698486328125,136.1907958984375
2018-07-18,233.4254608154297,264.3633728027344,160.6045379638672,175.56109619140625,263.6503601074219,136.49107360839844
2018-07-19,232.2769775390625,263.2707214355469,161.74227905273438,174.68299865722656,262.656005859375,136.16265869140625
2018-07-20,232.24729919433594,262.9906005859375,161.08261108398438,174.64393615722656,262.3558349609375,135.9186553955078
2018-07-23,232.08041381835938,263.4761962890625,161.28338623046875,175.20010375976562,262.8436279296875,136.13453674316406
2018-07-24,233.88880920410156,264.7929382324219,159.56239318847656,175.92213439941406,264.16632080078125,136.43478393554688
2018-07-25,235.5672607421875,267.2489318847656,160.14559936523438,178.3809356689453,266.4176940917969,137.59841918945312
2018-07-26,236.5873565673828,266.32440185546875,161.00611877441406,175.67819213867188,265.7891845703125,137.37318420410156
2018-07-27,235.7898712158203,264.6154479980469,158.00393676757812,173.30718994140625,263.9881286621094,136.27525329589844
2018-07-30,234.50083923339844,263.13067626953125,156.990478515625,170.858154296875,262.609130859375,135.38377380371094
2018-07-31,235.70635986328125,264.5407409667969,158.58714294433594,172.16558837890625,263.9036865234375,136.15325927734375
2018-08-01,234.72335815429688,264.1672058105469,158.48199462890625,172.8193359375,263.4627685546875,135.9937286376953
2018-08-02,234.71409606933594,265.4279479980469,159.63890075683594,175.17080688476562,264.89801025390625,136.80078125
2018-08-03,235.91038513183594,266.66064453125,159.08432006835938,175.70745849609375,266.0331115722656,137.26060485839844
2018-08-06,236.33700561523438,267.6878356933594,159.97354125976562,176.74176025390625,267.0086364746094,137.87991333007812
2018-08-07,237.5146942138672,268.45355224609375,160.35595703125,177.3856964111328,267.890380859375,138.33038330078125
2018-08-08,237.051025390625,268.3601989746094,160.2125701904297,177.6003875732422,267.77783203125,138.19894409179688
2018-08-09,236.6244354248047,268.1174011230469,160.6236572265625,177.4930419921875,267.4119873046875,138.10513305664062
2018-08-10,234.89962768554688,266.21240234375,160.17431640625,176.1367950439453,265.6203308105469,137.24183654785156
2018-08-13,233.73110961914062,265.31591796875,159.23733520507812,175.941650390625,264.6260070800781,136.71630859375
